Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
LTR/Copia	Copia-47_MN-I	No_ref_available	15	11	0	16214	0.02
LTR/Copia	Copia-4_GM-I	No_ref_available	1	1	0	536	0.00
LTR/Copia	Copia-4_RC-I	No_ref_available	3	3	0	4273	0.00
LTR/Copia	Copia-52_GR-I	No_ref_available	2	1	0	1077	0.00
LTR/Copia	Copia-52_MN-I	No_ref_available	1	1	0	367	0.00
LTR/Copia	Copia-53_GR-I	1899	825	508	332	535188	0.54
LTR/Copia	Copia-54_GR-I	2390	460	328	240	471538	0.47
LTR/Copia	Copia-55_GR-I	4774	58	33	0	24699	0.02
LTR/Copia	Copia-56_GR-I	No_ref_available	278	123	0	199351	0.20
LTR/Copia	Copia-56_NS-I	No_ref_available	1	1	0	137	0.00
LTR/Copia	Copia-57_GR-I	421	22	16	3	20492	0.02
LTR/Copia	Copia-58_GR-I	4811	45	37	0	107564	0.11
LTR/Copia	Copia-58_Mad-I	No_ref_available	1	1	0	140	0.00
LTR/Copia	Copia-58_NS-I	No_ref_available	9	5	0	9793	0.01
LTR/Copia	Copia-59_GR-I	No_ref_available	5	5	0	2483	0.00
LTR/Copia	Copia-59_NS-I	No_ref_available	2	1	0	793	0.00
LTR/Copia	Copia-59_ZM-I	No_ref_available	2	1	0	321	0.00
LTR/Copia	Copia-5_AIp-I	No_ref_available	1	1	0	170	0.00
LTR/Copia	Copia-5_ATr-I	No_ref_available	3	3	0	853	0.00
LTR/Copia	Copia-5_CP-I	No_ref_available	1	1	0	66	0.00
LTR/Copia	Copia-60_GM-I	No_ref_available	8	6	0	2171	0.00
LTR/Copia	Copia-61_BD-I	No_ref_available	1	1	0	319	0.00
LTR/Copia	Copia-61_VV-I	No_ref_available	1	1	0	1313	0.00
LTR/Copia	Copia-62_GM-I	No_ref_available	1	1	0	160	0.00
LTR/Copia	Copia-66_MN-I	No_ref_available	1	1	0	40	0.00
LTR/Copia	Copia-66_NS-I	No_ref_available	24	9	0	25287	0.03
LTR/Copia	Copia-66_PT-I	No_ref_available	1	1	0	53	0.00
LTR/Copia	Copia-66_ZM-I	No_ref_available	1	1	0	200	0.00
LTR/Copia	Copia-68_VV-I	No_ref_available	3	1	0	3885	0.00
LTR/Copia	Copia-6_AIp-I	No_ref_available	4	2	0	918	0.00
LTR/Copia	Copia-6_EPa-I	No_ref_available	1	1	0	34	0.00
LTR/Copia	Copia-6_GR-I	No_ref_available	10	6	0	20834	0.02
LTR/Copia	Copia-70_NS-I	No_ref_available	89	38	0	27446	0.03
LTR/Copia	Copia-71_GM-I	No_ref_available	1	1	0	1161	0.00
LTR/Copia	Copia-71_MN-I	No_ref_available	19	9	0	8455	0.01
LTR/Copia	Copia-71_VV-I	No_ref_available	4	2	0	4272	0.00
LTR/Copia	Copia-72_PT-I	No_ref_available	1	1	0	64	0.00
LTR/Copia	Copia-72_VV-I	No_ref_available	1	1	0	178	0.00
LTR/Copia	Copia-74_VV-I	No_ref_available	3	2	0	210	0.00
LTR/Copia	Copia-77_ST-I	No_ref_available	7	4	0	7397	0.01
LTR/Copia	Copia-78_MN-I	No_ref_available	2	2	0	679	0.00
LTR/Copia	Copia-79_GM-I	No_ref_available	3	2	0	3920	0.00
LTR/Copia	Copia-79_MN-I	No_ref_available	3	1	0	4408	0.00
LTR/Copia	Copia-79_PT-I	No_ref_available	2	2	0	348	0.00
LTR/Copia	Copia-79_VV-I	No_ref_available	7	4	0	4311	0.00
LTR/Copia	Copia-7_CP-I	No_ref_available	1	1	0	223	0.00
LTR/Copia	Copia-7_PD-I	No_ref_available	4	1	0	861	0.00
LTR/Copia	Copia-82_NS-I	No_ref_available	1	1	0	230	0.00
LTR/Copia	Copia-83_NS-I	No_ref_available	7	3	0	3471	0.00
LTR/Copia	Copia-85_ST-I	No_ref_available	12	5	0	6378	0.01
LTR/Copia	Copia-86_ST-I	No_ref_available	3	3	0	1778	0.00
LTR/Copia	Copia-86_VV-I	No_ref_available	2	1	0	1733	0.00
LTR/Copia	Copia-88_VV-I	No_ref_available	4	3	0	501	0.00
LTR/Copia	Copia-89_VV-I	No_ref_available	10	9	0	1050	0.00
LTR/Copia	Copia-8_ALY-I	No_ref_available	5	3	0	4727	0.00
LTR/Copia	Copia-8_PD-I	No_ref_available	3	1	0	3970	0.00
LTR/Copia	Copia-8_Pru-I	No_ref_available	2	1	0	2773	0.00
LTR/Copia	Copia-8_ST-I	No_ref_available	3	1	0	3832	0.00
LTR/Copia	Copia-92_VV-I	No_ref_available	26	9	0	11612	0.01
LTR/Copia	Copia-93_ST-I	No_ref_available	4	3	0	4691	0.00
LTR/Copia	Copia-93_VV-I	No_ref_available	12	7	0	10330	0.01
LTR/Copia	Copia-94_VV-I	No_ref_available	3	1	0	3873	0.00
LTR/Copia	Copia-95_VV-I	No_ref_available	7	4	0	8437	0.01
LTR/Copia	Copia-97_Mad-I	No_ref_available	1	1	0	199	0.00
LTR/Copia	Copia-9_CP-I	No_ref_available	1	1	0	112	0.00
LTR/Copia	Copia-9_GR-I	No_ref_available	4	2	0	7943	0.01
LTR/Copia	Copia15-VV_I-int	No_ref_available	11	10	0	20168	0.02
LTR/Copia	Copia17-VV_I-int	No_ref_available	1	1	0	370	0.00
LTR/Copia	Copia18-PTR_I-int	No_ref_available	3	3	0	3989	0.00
LTR/Copia	Copia18A-VV_I-int	No_ref_available	2	1	0	701	0.00
LTR/Copia	Copia2-VV_I-int	No_ref_available	2	2	0	1271	0.00
LTR/Copia	Copia26-PTR_I-int	No_ref_available	2	1	0	420	0.00
LTR/Copia	Copia27-VV_I-int	No_ref_available	4	2	0	4153	0.00
LTR/Copia	Copia3-SB_I-int	No_ref_available	2	1	0	326	0.00
LTR/Copia	Copia3-VV_I-int	No_ref_available	4	4	0	580	0.00
LTR/Copia	Copia36-PTR_I-int	No_ref_available	2	1	0	233	0.00
LTR/Copia	Copia4-VV_I-int	No_ref_available	1	1	0	1629	0.00
LTR/Copia	Copia42-PTR_I-int	No_ref_available	1	1	0	85	0.00
LTR/Copia	Copia46-PTR_I-int	No_ref_available	1	1	0	56	0.00
LTR/Copia	Copia9-VV_I-int	No_ref_available	1	1	0	169	0.00
LTR/Copia	SHACOP8_I_MT-int	No_ref_available	1	1	0	265	0.00
LTR/Copia	TOTO1_LP_I-int	No_ref_available	1	1	0	68	0.00
LTR/Copia	TST1_I-int	No_ref_available	32	16	0	43449	0.04
###LTR/Copia	All_elements	NA	3953	2347	728	4063507	4.0798

LTR/Gypsy	1014CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	11033CL0028	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1123CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	16161CL0002	No_ref_available	4	4	0	376	0.00
LTR/Gypsy	1772CL0095	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2085CL0080	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	2218CL0039	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	2319CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2330CL0039	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	2495CL0034	No_ref_available	3	3	0	190	0.00
LTR/Gypsy	2540CL0044	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	2613CL0028	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2735CL0080	No_ref_available	8	7	0	541	0.00
LTR/Gypsy	2893CL0080	No_ref_available	6	6	0	558	0.00
LTR/Gypsy	2901CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2986CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	2991CL0041	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	3019CL0080	No_ref_available	3	3	0	190	0.00
LTR/Gypsy	3189CL0080	No_ref_available	6	6	0	570	0.00
LTR/Gypsy	3190CL0039	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	3222CL0034	No_ref_available	7	7	0	516	0.00
LTR/Gypsy	3253CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3353CL0080	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	3508CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3661CL0028	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3827CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3881CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4510CL0034	No_ref_available	2	2	0	189	0.00
LTR/Gypsy	4556CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4710CL0044	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	4831CL0034	No_ref_available	4	4	0	285	0.00
LTR/Gypsy	4968CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5292CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5310CL0034	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	5601CL0044	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	5783CL0044	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	5920CL0041	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6142CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6236CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6241CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6572CL0034	No_ref_available	4	2	0	190	0.00
LTR/Gypsy	6598CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	665CL0028	No_ref_available	2	2	0	88	0.00
LTR/Gypsy	6665CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6946CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6968CL0034	No_ref_available	5	5	0	380	0.00
LTR/Gypsy	7028CL0044	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7062CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7184CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	7263CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	7408CL0034	No_ref_available	10	10	0	578	0.00
LTR/Gypsy	7532CL0034	No_ref_available	5	5	0	285	0.00
LTR/Gypsy	7739CL0044	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	7887CL0034	No_ref_available	4	4	0	380	0.00
LTR/Gypsy	7911CL0041	No_ref_available	3	3	0	270	0.00
LTR/Gypsy	7949CL0034	No_ref_available	3	3	0	285	0.00
LTR/Gypsy	8095CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8436CL0034	No_ref_available	1	1	0	28	0.00
LTR/Gypsy	8603CL0034	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	8726CL0037	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	ATGP5A_I-int	No_ref_available	4	3	0	1083	0.00
LTR/Gypsy	ATGP8I	No_ref_available	1	1	0	168	0.00
LTR/Gypsy	CRM-I_OS	No_ref_available	1	1	0	135	0.00
LTR/Gypsy	DIASPORA_I-int	No_ref_available	1	1	0	55	0.00
LTR/Gypsy	GYPOT1_I-int	No_ref_available	1	1	0	635	0.00
LTR/Gypsy	GYPSOR1_I-int	No_ref_available	2	2	0	260	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	3	3	0	1130	0.00
LTR/Gypsy	GYPSY3-I_MT	No_ref_available	3	2	0	1376	0.00
LTR/Gypsy	GmGYPSY11_I-int	No_ref_available	4	4	0	204	0.00
LTR/Gypsy	Gyp_I_MT-int	No_ref_available	3	3	0	645	0.00
LTR/Gypsy	Gypsy-10_Cia-I	No_ref_available	1	1	0	83	0.00
LTR/Gypsy	Gypsy-10_GR-I	2499	213	101	28	179637	0.18
LTR/Gypsy	Gypsy-10_Mad-I	No_ref_available	2	2	0	56	0.00
LTR/Gypsy	Gypsy-10_Pru-I	No_ref_available	1	1	0	46	0.00
LTR/Gypsy	Gypsy-11_GR-I	No_ref_available	1	1	0	63	0.00
LTR/Gypsy	Gypsy-11_SL-I	No_ref_available	1	1	0	37	0.00
LTR/Gypsy	Gypsy-11_TC-I	No_ref_available	151	147	0	6324	0.01
LTR/Gypsy	Gypsy-120_GM-I	No_ref_available	6	6	0	826	0.00
LTR/Gypsy	Gypsy-124_SBi-I	No_ref_available	1	1	0	166	0.00
LTR/Gypsy	Gypsy-12_GR-I	9642	71	59	5	46830	0.05
LTR/Gypsy	Gypsy-12_NN-I	No_ref_available	11	7	0	4376	0.00
LTR/Gypsy	Gypsy-12_TC-I	No_ref_available	10	10	0	504	0.00
LTR/Gypsy	Gypsy-137_GM-I	No_ref_available	1	1	0	55	0.00
LTR/Gypsy	Gypsy-13_GR-I	No_ref_available	5	3	0	2703	0.00
LTR/Gypsy	Gypsy-13_TC-I	No_ref_available	10	5	0	7655	0.01
LTR/Gypsy	Gypsy-14_GR-I	5767	29	19	0	50734	0.05
LTR/Gypsy	Gypsy-14_JC-I	No_ref_available	9	9	0	1211	0.00
LTR/Gypsy	Gypsy-151_OS-I	No_ref_available	2	1	0	541	0.00
LTR/Gypsy	Gypsy-15_AIp-I	No_ref_available	4	3	0	942	0.00
LTR/Gypsy	Gypsy-15_FV-I	No_ref_available	1	1	0	412	0.00
LTR/Gypsy	Gypsy-15_GR-I	2914	1297	964	370	2289106	2.30
LTR/Gypsy	Gypsy-16_GR-I	635	38	30	8	36129	0.04
LTR/Gypsy	Gypsy-16_TC-I	No_ref_available	24	8	0	11035	0.01
LTR/Gypsy	Gypsy-17_GR-I	12742	411	223	89	571238	0.57
LTR/Gypsy	Gypsy-17_NN-I	No_ref_available	5	4	0	672	0.00
LTR/Gypsy	Gypsy-17_RC-I	No_ref_available	84	84	0	3105	0.00
LTR/Gypsy	Gypsy-18_FV-I	No_ref_available	1	1	0	137	0.00
LTR/Gypsy	Gypsy-18_GR-I	3021	8280	4350	3665	5608100	5.63
LTR/Gypsy	Gypsy-18_MN-I	No_ref_available	1	1	0	162	0.00
LTR/Gypsy	Gypsy-18_PPe-I	No_ref_available	1	1	0	78	0.00
LTR/Gypsy	Gypsy-18_RC-I	No_ref_available	4	3	0	94	0.00
LTR/Gypsy	Gypsy-19_GR-I	2767	2740	2040	1956	1561762	1.57
LTR/Gypsy	Gypsy-19_RC-I	No_ref_available	9	7	0	322	0.00
LTR/Gypsy	Gypsy-19_SB-I	No_ref_available	2	2	0	90	0.00
LTR/Gypsy	Gypsy-1_ECa-I	No_ref_available	6	6	0	374	0.00
LTR/Gypsy	Gypsy-1_GR-I	1420	46	32	19	34057	0.03
LTR/Gypsy	Gypsy-1_JC-I	No_ref_available	3	2	0	1350	0.00
LTR/Gypsy	Gypsy-20_AIp-I	No_ref_available	63	62	0	4973	0.00
LTR/Gypsy	Gypsy-20_GR-I	1496	160	74	34	144897	0.15
LTR/Gypsy	Gypsy-20_RC-I	No_ref_available	1	1	0	452	0.00
LTR/Gypsy	Gypsy-21_GR-I	7948	86	75	0	43337	0.04
LTR/Gypsy	Gypsy-21_RC-I	No_ref_available	21	18	0	5822	0.01
LTR/Gypsy	Gypsy-22_GR-I	No_ref_available	26	19	0	38244	0.04
LTR/Gypsy	Gypsy-22_RC-I	No_ref_available	1	1	0	143	0.00
LTR/Gypsy	Gypsy-23_GR-I	7984	284	177	103	114836	0.12
LTR/Gypsy	Gypsy-23_ST-I	No_ref_available	1	1	0	89	0.00
LTR/Gypsy	Gypsy-23_VV-I	No_ref_available	1	1	0	493	0.00
LTR/Gypsy	Gypsy-24_GR-I	No_ref_available	17	17	0	1552	0.00
LTR/Gypsy	Gypsy-24_MN-I	No_ref_available	3	2	0	523	0.00
LTR/Gypsy	Gypsy-24_RC-I	No_ref_available	1	1	0	96	0.00
LTR/Gypsy	Gypsy-25_GR-I	2389	534	210	154	396925	0.40
LTR/Gypsy	Gypsy-25_SB-I	No_ref_available	1	1	0	212	0.00
LTR/Gypsy	Gypsy-25_ST-I	No_ref_available	2	2	0	418	0.00
LTR/Gypsy	Gypsy-26_GR-I	10891	153	93	10	148473	0.15
LTR/Gypsy	Gypsy-26_ST-I	No_ref_available	14	13	0	1177	0.00
LTR/Gypsy	Gypsy-27_GR-I	10767	126	82	0	127662	0.13
LTR/Gypsy	Gypsy-27_ST-I	No_ref_available	1	1	0	71	0.00
LTR/Gypsy	Gypsy-27_VV-I	No_ref_available	2	1	0	168	0.00
LTR/Gypsy	Gypsy-28_GR-I	9884	502	322	121	260950	0.26
LTR/Gypsy	Gypsy-29_GR-I	10773	1093	636	182	458981	0.46
LTR/Gypsy	Gypsy-29_ST-I	No_ref_available	1	1	0	1960	0.00
LTR/Gypsy	Gypsy-2_AIp-I	No_ref_available	1	1	0	37	0.00
LTR/Gypsy	Gypsy-2_GR-I	No_ref_available	30	17	0	37257	0.04
LTR/Gypsy	Gypsy-2_JC-I	No_ref_available	3	3	0	1019	0.00
LTR/Gypsy	Gypsy-2_LU-I	No_ref_available	5	5	0	167	0.00
LTR/Gypsy	Gypsy-2_NS-I	No_ref_available	1	1	0	407	0.00
LTR/Gypsy	Gypsy-2_Pru-I	No_ref_available	1	1	0	572	0.00
LTR/Gypsy	Gypsy-2_RC-I	No_ref_available	1	1	0	58	0.00
LTR/Gypsy	Gypsy-30_GR-I	8178	1267	815	151	692907	0.70
LTR/Gypsy	Gypsy-30_NS-I	No_ref_available	1	1	0	219	0.00
LTR/Gypsy	Gypsy-31_GR-I	6808	47	39	0	30669	0.03
LTR/Gypsy	Gypsy-32_GR-I	8211	16	9	0	12277	0.01
LTR/Gypsy	Gypsy-33_ATr-I	No_ref_available	1	1	0	170	0.00
LTR/Gypsy	Gypsy-33_GR-I	10566	185	95	3	229752	0.23
LTR/Gypsy	Gypsy-33_VV-I	No_ref_available	1	1	0	74	0.00
LTR/Gypsy	Gypsy-34_GR-I	8877	617	381	2	321022	0.32
LTR/Gypsy	Gypsy-34_Mad-I	No_ref_available	1	1	0	75	0.00
LTR/Gypsy	Gypsy-35_GR-I	10791	2606	970	405	2492914	2.50
LTR/Gypsy	Gypsy-36C_ATr-I	No_ref_available	2	2	0	1402	0.00
LTR/Gypsy	Gypsy-36_ATr-I	No_ref_available	1	1	0	387	0.00
