Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
LTR/Copia	Copia-31_JC-I	No_ref_available	2	2	0	1393	0.00
LTR/Copia	Copia-31_RC-I	No_ref_available	1	1	0	67	0.00
LTR/Copia	Copia-32-I_VV	No_ref_available	4	2	0	4105	0.00
LTR/Copia	Copia-32_GR-I	5011	10	7	0	20271	0.02
LTR/Copia	Copia-33_GR-I	5237	21	11	4	21823	0.02
LTR/Copia	Copia-33_LU-I	No_ref_available	2	2	0	247	0.00
LTR/Copia	Copia-34-I_VV	No_ref_available	2	2	0	531	0.00
LTR/Copia	Copia-34_GR-I	No_ref_available	4	4	0	13748	0.02
LTR/Copia	Copia-34_RC-I	No_ref_available	6	6	0	168	0.00
LTR/Copia	Copia-35_GR-I	438	21	11	1	21153	0.02
LTR/Copia	Copia-35_JC-I	No_ref_available	1	1	0	68	0.00
LTR/Copia	Copia-35_ST-I	No_ref_available	2	1	0	3835	0.00
LTR/Copia	Copia-36_GR-I	No_ref_available	7	5	0	11099	0.01
LTR/Copia	Copia-36_ST-I	No_ref_available	1	1	0	1607	0.00
LTR/Copia	Copia-37_GR-I	4782	18	13	0	27362	0.03
LTR/Copia	Copia-37_VV-I	No_ref_available	1	1	0	349	0.00
LTR/Copia	Copia-38_MN-I	No_ref_available	2	1	0	4528	0.00
LTR/Copia	Copia-39_GR-I	No_ref_available	21	10	0	19734	0.02
LTR/Copia	Copia-39_MN-I	No_ref_available	2	1	0	3065	0.00
LTR/Copia	Copia-39_RC-I	No_ref_available	4	3	0	3855	0.00
LTR/Copia	Copia-39_VV-I	No_ref_available	2	1	0	808	0.00
LTR/Copia	Copia-3_GR-I	No_ref_available	5	3	0	1634	0.00
LTR/Copia	Copia-3_SL-I	No_ref_available	2	2	0	196	0.00
LTR/Copia	Copia-40_GR-I	No_ref_available	2	1	0	154	0.00
LTR/Copia	Copia-41_GR-I	4991	21	14	0	45432	0.05
LTR/Copia	Copia-41_RC-I	No_ref_available	1	1	0	760	0.00
LTR/Copia	Copia-41_ST-I	No_ref_available	3	1	0	1199	0.00
LTR/Copia	Copia-42_GR-I	No_ref_available	3	3	0	8204	0.01
LTR/Copia	Copia-42_VV-I	No_ref_available	3	1	0	620	0.00
LTR/Copia	Copia-43_GR-I	No_ref_available	1	1	0	192	0.00
LTR/Copia	Copia-44_GR-I	No_ref_available	9	3	0	8459	0.01
LTR/Copia	Copia-44_MN-I	No_ref_available	2	1	0	249	0.00
LTR/Copia	Copia-44_VV-I	No_ref_available	1	1	0	265	0.00
LTR/Copia	Copia-45_GM-I	No_ref_available	1	1	0	270	0.00
LTR/Copia	Copia-45_GR-I	5324	100	41	0	106446	0.12
LTR/Copia	Copia-45_RC-I	No_ref_available	2	1	0	835	0.00
LTR/Copia	Copia-45_ST-I	No_ref_available	3	2	0	3301	0.00
LTR/Copia	Copia-46_ECa-I	No_ref_available	2	1	0	2439	0.00
LTR/Copia	Copia-46_GR-I	No_ref_available	9	8	0	36676	0.04
LTR/Copia	Copia-46_MN-I	No_ref_available	1	1	0	91	0.00
LTR/Copia	Copia-46_RC-I	No_ref_available	8	2	0	2426	0.00
LTR/Copia	Copia-47_GR-I	5076	213	113	0	140466	0.15
LTR/Copia	Copia-47_MN-I	No_ref_available	8	5	0	7104	0.01
LTR/Copia	Copia-47_VV-I	No_ref_available	1	1	0	1718	0.00
LTR/Copia	Copia-49_MN-I	No_ref_available	4	1	0	1559	0.00
LTR/Copia	Copia-4_GM-I	No_ref_available	3	2	0	400	0.00
LTR/Copia	Copia-4_NN-I	No_ref_available	2	1	0	349	0.00
LTR/Copia	Copia-50_BD-I	No_ref_available	2	2	0	1466	0.00
LTR/Copia	Copia-51_JC-I	No_ref_available	2	2	0	116	0.00
LTR/Copia	Copia-52_GR-I	No_ref_available	8	6	0	3115	0.00
LTR/Copia	Copia-53_BD-I	No_ref_available	1	1	0	110	0.00
LTR/Copia	Copia-53_GR-I	1899	1145	743	503	760984	0.84
LTR/Copia	Copia-53_NS-I	No_ref_available	2	1	0	233	0.00
LTR/Copia	Copia-54_GR-I	2390	308	227	169	343058	0.38
LTR/Copia	Copia-55_GR-I	4774	16	10	0	8155	0.01
LTR/Copia	Copia-56_GR-I	No_ref_available	368	156	0	265755	0.29
LTR/Copia	Copia-57_GR-I	6052	9	6	0	14257	0.02
LTR/Copia	Copia-58_GR-I	4811	24	18	0	48391	0.05
LTR/Copia	Copia-58_NS-I	No_ref_available	9	5	0	12627	0.01
LTR/Copia	Copia-58_VV-I	No_ref_available	1	1	0	690	0.00
LTR/Copia	Copia-59_GR-I	No_ref_available	4	2	0	244	0.00
LTR/Copia	Copia-59_ZM-I	No_ref_available	2	2	0	1451	0.00
LTR/Copia	Copia-5_AIp-I	No_ref_available	2	2	0	360	0.00
LTR/Copia	Copia-5_ATr-I	No_ref_available	3	3	0	755	0.00
LTR/Copia	Copia-5_CP-I	No_ref_available	8	3	0	2913	0.00
LTR/Copia	Copia-61_Mad-I	No_ref_available	3	1	0	351	0.00
LTR/Copia	Copia-61_VV-I	No_ref_available	3	2	0	3173	0.00
LTR/Copia	Copia-64_GM-I	No_ref_available	1	1	0	64	0.00
LTR/Copia	Copia-64_Mad-I	No_ref_available	1	1	0	663	0.00
LTR/Copia	Copia-65_GM-I	No_ref_available	1	1	0	134	0.00
LTR/Copia	Copia-66_GM-I	No_ref_available	5	1	0	956	0.00
LTR/Copia	Copia-66_NS-I	No_ref_available	16	8	0	16193	0.02
LTR/Copia	Copia-69_GM-I	No_ref_available	1	1	0	1923	0.00
LTR/Copia	Copia-6_AIp-I	No_ref_available	1	1	0	93	0.00
LTR/Copia	Copia-6_GR-I	No_ref_available	7	4	0	4659	0.01
LTR/Copia	Copia-70_NS-I	No_ref_available	46	24	0	12852	0.01
LTR/Copia	Copia-71_MN-I	No_ref_available	11	7	0	4029	0.00
LTR/Copia	Copia-72_Mad-I	No_ref_available	3	1	0	684	0.00
LTR/Copia	Copia-72_VV-I	No_ref_available	1	1	0	384	0.00
LTR/Copia	Copia-73_Mad-I	No_ref_available	1	1	0	2666	0.00
LTR/Copia	Copia-74_MN-I	No_ref_available	1	1	0	189	0.00
LTR/Copia	Copia-77_ST-I	No_ref_available	2	2	0	1444	0.00
LTR/Copia	Copia-78_MN-I	No_ref_available	1	1	0	264	0.00
LTR/Copia	Copia-78_VV-I	No_ref_available	2	2	0	1599	0.00
LTR/Copia	Copia-79_GM-I	No_ref_available	1	1	0	201	0.00
LTR/Copia	Copia-79_PT-I	No_ref_available	1	1	0	62	0.00
LTR/Copia	Copia-79_VV-I	No_ref_available	11	8	0	5062	0.01
LTR/Copia	Copia-7_GR-I	No_ref_available	2	2	0	4284	0.00
LTR/Copia	Copia-83_MN-I	No_ref_available	4	1	0	3168	0.00
LTR/Copia	Copia-85_MN-I	No_ref_available	2	1	0	327	0.00
LTR/Copia	Copia-85_ST-I	No_ref_available	11	7	0	2638	0.00
LTR/Copia	Copia-85_VV-I	No_ref_available	1	1	0	624	0.00
LTR/Copia	Copia-86_MN-I	No_ref_available	3	2	0	2460	0.00
LTR/Copia	Copia-86_ST-I	No_ref_available	8	5	0	5624	0.01
LTR/Copia	Copia-87_ST-I	No_ref_available	5	2	0	3831	0.00
LTR/Copia	Copia-88_VV-I	No_ref_available	1	1	0	35	0.00
LTR/Copia	Copia-89_VV-I	No_ref_available	2	2	0	169	0.00
LTR/Copia	Copia-8_CP-I	No_ref_available	4	3	0	1824	0.00
LTR/Copia	Copia-8_GR-I	No_ref_available	1	1	0	57	0.00
LTR/Copia	Copia-8_Pru-I	No_ref_available	1	1	0	780	0.00
LTR/Copia	Copia-92_VV-I	No_ref_available	9	2	0	3388	0.00
LTR/Copia	Copia-93_ST-I	No_ref_available	1	1	0	106	0.00
LTR/Copia	Copia-93_VV-I	No_ref_available	5	3	0	2852	0.00
LTR/Copia	Copia-95_VV-I	No_ref_available	1	1	0	1174	0.00
LTR/Copia	Copia-99_GM-I	No_ref_available	1	1	0	166	0.00
LTR/Copia	Copia-9_GR-I	No_ref_available	11	6	0	18831	0.02
LTR/Copia	Copia-9_PD-I	No_ref_available	5	2	0	3105	0.00
LTR/Copia	Copia15-VV_I-int	No_ref_available	11	8	0	19451	0.02
LTR/Copia	Copia16-VV_I-int	No_ref_available	1	1	0	358	0.00
LTR/Copia	Copia18A-VV_I-int	No_ref_available	1	1	0	130	0.00
LTR/Copia	Copia22-PTR_I-int	No_ref_available	2	2	0	440	0.00
LTR/Copia	Copia28-PTR_I-int	No_ref_available	1	1	0	4020	0.00
LTR/Copia	Copia3-VV_I-int	No_ref_available	2	2	0	202	0.00
LTR/Copia	Copia39-PTR_I-int	No_ref_available	1	1	0	384	0.00
LTR/Copia	Copia42-PTR_I-int	No_ref_available	2	1	0	422	0.00
LTR/Copia	Copia46-PTR_I-int	No_ref_available	2	2	0	155	0.00
LTR/Copia	PDR1_I-int	No_ref_available	1	1	0	166	0.00
LTR/Copia	SHACOP8_I_MT-int	No_ref_available	8	5	0	5744	0.01
LTR/Copia	TST1_I-int	No_ref_available	38	18	0	49562	0.05
###LTR/Copia	All_elements	NA	3876	2310	839	3584238	3.9377

LTR/Gypsy	ATHILA6B_I-int	No_ref_available	1	1	0	57	0.00
LTR/Gypsy	ATHILA6C_I-int	No_ref_available	1	1	0	223	0.00
LTR/Gypsy	GYPSOR1_I-int	No_ref_available	1	1	0	39	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	4	4	0	820	0.00
LTR/Gypsy	GYPSY3-I_MT	No_ref_available	1	1	0	71	0.00
LTR/Gypsy	Gypsy-10_GR-I	2499	89	43	7	88858	0.10
LTR/Gypsy	Gypsy-10_Mad-I	No_ref_available	1	1	0	31	0.00
LTR/Gypsy	Gypsy-118_GM-I	No_ref_available	1	1	0	43	0.00
LTR/Gypsy	Gypsy-11_GR-I	No_ref_available	1	1	0	71	0.00
LTR/Gypsy	Gypsy-11_NN-I	No_ref_available	1	1	0	37	0.00
LTR/Gypsy	Gypsy-11_SL-I	No_ref_available	1	1	0	33	0.00
LTR/Gypsy	Gypsy-11_TC-I	No_ref_available	162	158	0	6908	0.01
LTR/Gypsy	Gypsy-120_GM-I	No_ref_available	5	5	0	389	0.00
LTR/Gypsy	Gypsy-128_GM-I	No_ref_available	2	1	0	294	0.00
LTR/Gypsy	Gypsy-12_GR-I	9642	48	39	7	28945	0.03
LTR/Gypsy	Gypsy-12_NN-I	No_ref_available	11	10	0	3701	0.00
LTR/Gypsy	Gypsy-12_SB-I	No_ref_available	2	1	0	897	0.00
LTR/Gypsy	Gypsy-12_TC-I	No_ref_available	17	17	0	1192	0.00
LTR/Gypsy	Gypsy-133_GM-I	No_ref_available	2	2	0	1577	0.00
LTR/Gypsy	Gypsy-13_JC-I	No_ref_available	5	1	0	3066	0.00
LTR/Gypsy	Gypsy-13_PPe-I	No_ref_available	1	1	0	85	0.00
LTR/Gypsy	Gypsy-13_TC-I	No_ref_available	18	6	0	10928	0.01
LTR/Gypsy	Gypsy-14_GR-I	5767	37	21	0	51430	0.06
LTR/Gypsy	Gypsy-14_JC-I	No_ref_available	8	5	0	1278	0.00
LTR/Gypsy	Gypsy-14_ST-I	No_ref_available	2	2	0	665	0.00
LTR/Gypsy	Gypsy-15_AIp-I	No_ref_available	3	3	0	288	0.00
LTR/Gypsy	Gypsy-15_FV-I	No_ref_available	3	3	0	277	0.00
LTR/Gypsy	Gypsy-15_GR-I	2914	1750	1277	434	3248540	3.57
LTR/Gypsy	Gypsy-169_ZM-I	No_ref_available	1	1	0	42	0.00
LTR/Gypsy	Gypsy-16_GR-I	635	35	27	7	28705	0.03
LTR/Gypsy	Gypsy-16_RC-I	No_ref_available	1	1	0	29	0.00
LTR/Gypsy	Gypsy-16_TC-I	No_ref_available	24	10	0	18410	0.02
LTR/Gypsy	Gypsy-17_GR-I	12742	414	238	110	568935	0.63
LTR/Gypsy	Gypsy-17_NN-I	No_ref_available	2	2	0	157	0.00
LTR/Gypsy	Gypsy-17_RC-I	No_ref_available	76	76	0	3298	0.00
LTR/Gypsy	Gypsy-18_GR-I	3021	8829	4920	4070	6096329	6.70
LTR/Gypsy	Gypsy-18_MN-I	No_ref_available	3	2	0	1629	0.00
LTR/Gypsy	Gypsy-18_PPe-I	No_ref_available	3	3	0	127	0.00
LTR/Gypsy	Gypsy-18_RC-I	No_ref_available	5	4	0	362	0.00
LTR/Gypsy	Gypsy-19_AIp-I	No_ref_available	2	2	0	115	0.00
LTR/Gypsy	Gypsy-19_GR-I	2767	2355	1782	1690	1368964	1.50
LTR/Gypsy	Gypsy-19_RC-I	No_ref_available	17	13	0	908	0.00
LTR/Gypsy	Gypsy-19_SB-I	No_ref_available	2	2	0	67	0.00
LTR/Gypsy	Gypsy-1B_NS-I	No_ref_available	2	1	0	1453	0.00
LTR/Gypsy	Gypsy-1_BDi-I	No_ref_available	2	1	0	235	0.00
LTR/Gypsy	Gypsy-1_ECa-I	No_ref_available	5	5	0	301	0.00
LTR/Gypsy	Gypsy-1_GR-I	8161	41	35	27	26395	0.03
LTR/Gypsy	Gypsy-1_JC-I	No_ref_available	1	1	0	734	0.00
LTR/Gypsy	Gypsy-20_AIp-I	No_ref_available	40	40	0	3227	0.00
LTR/Gypsy	Gypsy-20_FV-I	No_ref_available	4	4	0	467	0.00
LTR/Gypsy	Gypsy-20_GR-I	1496	93	47	24	74882	0.08
LTR/Gypsy	Gypsy-20_MN-I	No_ref_available	1	1	0	1004	0.00
LTR/Gypsy	Gypsy-21_AIp-I	No_ref_available	2	1	0	1253	0.00
LTR/Gypsy	Gypsy-21_GR-I	7948	98	85	0	34236	0.04
LTR/Gypsy	Gypsy-21_RC-I	No_ref_available	23	18	0	9733	0.01
LTR/Gypsy	Gypsy-22_GR-I	No_ref_available	30	17	0	46913	0.05
LTR/Gypsy	Gypsy-22_RC-I	No_ref_available	3	3	0	383	0.00
LTR/Gypsy	Gypsy-23_GR-I	7984	406	262	218	119423	0.13
LTR/Gypsy	Gypsy-23_RC-I	No_ref_available	1	1	0	129	0.00
LTR/Gypsy	Gypsy-23_ST-I	No_ref_available	1	1	0	359	0.00
LTR/Gypsy	Gypsy-23_VV-I	No_ref_available	3	2	0	879	0.00
LTR/Gypsy	Gypsy-24_GR-I	No_ref_available	5	4	0	558	0.00
LTR/Gypsy	Gypsy-24_MN-I	No_ref_available	1	1	0	190	0.00
LTR/Gypsy	Gypsy-24_ST-I	No_ref_available	1	1	0	62	0.00
LTR/Gypsy	Gypsy-25_GR-I	2389	235	112	55	241375	0.27
LTR/Gypsy	Gypsy-25_PTr-I	No_ref_available	1	1	0	279	0.00
LTR/Gypsy	Gypsy-25_ST-I	No_ref_available	2	2	0	337	0.00
LTR/Gypsy	Gypsy-26_GR-I	10891	149	98	9	166830	0.18
LTR/Gypsy	Gypsy-26_ST-I	No_ref_available	14	12	0	1058	0.00
LTR/Gypsy	Gypsy-27_GR-I	10767	132	81	1	135933	0.15
LTR/Gypsy	Gypsy-27_Mad-I	No_ref_available	1	1	0	31	0.00
LTR/Gypsy	Gypsy-28_GR-I	9884	611	386	120	323556	0.36
LTR/Gypsy	Gypsy-29_GR-I	2938	1299	750	276	596903	0.66
LTR/Gypsy	Gypsy-29_NS-I	No_ref_available	1	1	0	91	0.00
LTR/Gypsy	Gypsy-29_ST-I	No_ref_available	2	2	0	2839	0.00
LTR/Gypsy	Gypsy-2_AIp-I	No_ref_available	2	2	0	508	0.00
LTR/Gypsy	Gypsy-2_GR-I	No_ref_available	21	11	0	25364	0.03
LTR/Gypsy	Gypsy-2_JC-I	No_ref_available	8	6	0	2623	0.00
LTR/Gypsy	Gypsy-2_LU-I	No_ref_available	9	9	0	249	0.00
LTR/Gypsy	Gypsy-2_Pru-I	No_ref_available	1	1	0	442	0.00
LTR/Gypsy	Gypsy-30_GM-I	No_ref_available	1	1	0	188	0.00
LTR/Gypsy	Gypsy-30_GR-I	1120	810	549	54	540666	0.59
LTR/Gypsy	Gypsy-31_GR-I	6808	45	28	0	31588	0.03
LTR/Gypsy	Gypsy-32_GR-I	8211	3	2	0	2924	0.00
LTR/Gypsy	Gypsy-33_GR-I	10566	250	119	6	324568	0.36
LTR/Gypsy	Gypsy-33_VV-I	No_ref_available	2	1	0	1480	0.00
LTR/Gypsy	Gypsy-34_GR-I	8877	855	525	2	463187	0.51
LTR/Gypsy	Gypsy-34_Mad-I	No_ref_available	1	1	0	47	0.00
LTR/Gypsy	Gypsy-35_GR-I	10791	2697	1086	402	2920170	3.21
LTR/Gypsy	Gypsy-36C_ATr-I	No_ref_available	2	1	0	256	0.00
LTR/Gypsy	Gypsy-36_GR-I	1540	105	77	54	76729	0.08
LTR/Gypsy	Gypsy-36_ST-I	No_ref_available	3	2	0	296	0.00
LTR/Gypsy	Gypsy-37_GR-I	5856	182	118	69	76257	0.08
LTR/Gypsy	Gypsy-38B_NS-I	No_ref_available	1	1	0	126	0.00
LTR/Gypsy	Gypsy-38_GR-LTR	1412	2	2	2	1907	0.00
LTR/Gypsy	Gypsy-39_GR-I	627	55	39	20	33552	0.04
LTR/Gypsy	Gypsy-39_Mad-I	No_ref_available	2	2	0	126	0.00
LTR/Gypsy	Gypsy-39_PT-I	No_ref_available	1	1	0	79	0.00
LTR/Gypsy	Gypsy-3_ECa-I	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	Gypsy-3_MN-I	No_ref_available	14	8	0	4587	0.01
LTR/Gypsy	Gypsy-3_PX-I	No_ref_available	1	1	0	52	0.00
LTR/Gypsy	Gypsy-3_RC-I	No_ref_available	1	1	0	51	0.00
LTR/Gypsy	Gypsy-41_GR-I	13112	91	57	0	99720	0.11
LTR/Gypsy	Gypsy-42_GR-I	3574	93	70	48	64771	0.07
LTR/Gypsy	Gypsy-43_GR-I	2315	2529	1889	1290	1529060	1.68
LTR/Gypsy	Gypsy-44_GR-I	7879	334	168	20	171551	0.19
LTR/Gypsy	Gypsy-45_GR-I	2367	784	633	340	361572	0.40
LTR/Gypsy	Gypsy-45_STu-I	No_ref_available	1	1	0	122	0.00
LTR/Gypsy	Gypsy-46_GR-I	No_ref_available	85	34	0	64996	0.07
LTR/Gypsy	Gypsy-47_GR-I	8652	130	79	41	108249	0.12
LTR/Gypsy	Gypsy-48_GR-I	2796	6573	2879	1936	6384569	7.01
LTR/Gypsy	Gypsy-49_GR-I	13182	1561	1106	164	1272942	1.40
LTR/Gypsy	Gypsy-49_Mad-I	No_ref_available	1	1	0	77	0.00
LTR/Gypsy	Gypsy-4_GR-I	9438	200	77	30	275564	0.30
LTR/Gypsy	Gypsy-50_GR-I	2750	559	385	298	330158	0.36
LTR/Gypsy	Gypsy-51_GR-I	16494	534	165	0	1172180	1.29
LTR/Gypsy	Gypsy-52_GR-I	2914	8581	4451	3879	7394298	8.12
LTR/Gypsy	Gypsy-53_GR-I	No_ref_available	230	117	0	181032	0.20
LTR/Gypsy	Gypsy-54_GR-I	9725	1492	1321	43	389306	0.43
LTR/Gypsy	Gypsy-55_GR-I	2661	1592	967	814	920980	1.01
LTR/Gypsy	Gypsy-56_GR-I	2707	3109	1714	1646	1086548	1.19
LTR/Gypsy	Gypsy-57_GR-I	2494	521	237	4	869922	0.96
LTR/Gypsy	Gypsy-58_GR-I	11052	120	65	28	113270	0.12
LTR/Gypsy	Gypsy-59_GR-I	1245	2441	925	274	2156639	2.37
LTR/Gypsy	Gypsy-5_ECa-I	No_ref_available	11	10	0	2086	0.00
LTR/Gypsy	Gypsy-5_GR-I	2093	553	383	179	288195	0.32
LTR/Gypsy	Gypsy-5_PX-I	No_ref_available	1	1	0	37	0.00
LTR/Gypsy	Gypsy-60_GR-I	No_ref_available	13	5	0	14914	0.02
LTR/Gypsy	Gypsy-68_MN-I	No_ref_available	1	1	0	500	0.00
LTR/Gypsy	Gypsy-69_NS-I	No_ref_available	1	1	0	61	0.00
LTR/Gypsy	Gypsy-6_AIp-I	No_ref_available	5	3	0	1399	0.00
LTR/Gypsy	Gypsy-6_ATr-I	No_ref_available	2	2	0	128	0.00
LTR/Gypsy	Gypsy-6_CP-I	No_ref_available	1	1	0	58	0.00
LTR/Gypsy	Gypsy-6_Cia-I	No_ref_available	82	77	0	6233	0.01
LTR/Gypsy	Gypsy-6_GR-I	No_ref_available	4	3	0	369	0.00
LTR/Gypsy	Gypsy-6_PPe-I	No_ref_available	2	2	0	175	0.00
LTR/Gypsy	Gypsy-6_TC-I	No_ref_available	11	8	0	2023	0.00
LTR/Gypsy	Gypsy-74_NS-I	No_ref_available	1	1	0	442	0.00
LTR/Gypsy	Gypsy-75_NS-I	No_ref_available	1	1	0	97	0.00
LTR/Gypsy	Gypsy-76_NS-I	No_ref_available	21	20	0	1730	0.00
LTR/Gypsy	Gypsy-7_ECa-I	No_ref_available	33	29	0	4787	0.01
LTR/Gypsy	Gypsy-7_GR-I	5738	6	4	2	10459	0.01
LTR/Gypsy	Gypsy-7_JC-I	No_ref_available	1	1	0	465	0.00
LTR/Gypsy	Gypsy-7_PPe-I	No_ref_available	1	1	0	96	0.00
LTR/Gypsy	Gypsy-7_TC-I	No_ref_available	30	29	0	4808	0.01
LTR/Gypsy	Gypsy-8_ECa-I	No_ref_available	1	1	0	51	0.00
LTR/Gypsy	Gypsy-8_GR-I	2561	151	101	94	24275	0.03
LTR/Gypsy	Gypsy-8_JC-I	No_ref_available	8	6	0	1922	0.00
LTR/Gypsy	Gypsy-8_NN-I	No_ref_available	8	4	0	15984	0.02
LTR/Gypsy	Gypsy-8_NS-I	No_ref_available	2	2	0	213	0.00
LTR/Gypsy	Gypsy-8_TC-I	No_ref_available	1	1	0	60	0.00
LTR/Gypsy	Gypsy-9_GR-I	2649	62	29	5	88737	0.10
