Family	Element	Length	Fragments	Copies	Solo_LTR	Total_Bp	Cover
LTR/Copia	Copia-42_GR-I	No_ref_available	6	6	0	24029	0.03
LTR/Copia	Copia-43_GR-I	No_ref_available	6	3	0	3240	0.00
LTR/Copia	Copia-44_GR-I	No_ref_available	11	5	0	12797	0.01
LTR/Copia	Copia-44_MN-I	No_ref_available	1	1	0	107	0.00
LTR/Copia	Copia-44_RC-I	No_ref_available	1	1	0	292	0.00
LTR/Copia	Copia-45_GR-I	5324	68	23	0	80443	0.08
LTR/Copia	Copia-45_MN-I	No_ref_available	1	1	0	157	0.00
LTR/Copia	Copia-46_GR-I	No_ref_available	19	13	0	51793	0.05
LTR/Copia	Copia-46_RC-I	No_ref_available	5	1	0	2317	0.00
LTR/Copia	Copia-46_VV-I	No_ref_available	1	1	0	407	0.00
LTR/Copia	Copia-47_GR-I	413	247	139	7	160249	0.17
LTR/Copia	Copia-47_MN-I	No_ref_available	24	12	0	23357	0.02
LTR/Copia	Copia-47_VV-I	No_ref_available	1	1	0	301	0.00
LTR/Copia	Copia-49_MN-I	No_ref_available	2	1	0	1084	0.00
LTR/Copia	Copia-50_RC-I	No_ref_available	1	1	0	135	0.00
LTR/Copia	Copia-52_GR-I	No_ref_available	6	2	0	2636	0.00
LTR/Copia	Copia-52_NS-I	No_ref_available	1	1	0	55	0.00
LTR/Copia	Copia-52_VV-I	No_ref_available	3	1	0	1627	0.00
LTR/Copia	Copia-53_GR-I	1899	884	552	391	595057	0.62
LTR/Copia	Copia-54_GR-I	2390	456	331	231	477260	0.50
LTR/Copia	Copia-54_NS-I	No_ref_available	1	1	0	156	0.00
LTR/Copia	Copia-55_GR-I	4774	23	16	0	23533	0.02
LTR/Copia	Copia-56_GR-I	No_ref_available	293	127	0	231552	0.24
LTR/Copia	Copia-56_VV-I	No_ref_available	1	1	0	376	0.00
LTR/Copia	Copia-57_GR-I	6052	7	5	0	8823	0.01
LTR/Copia	Copia-57_Mad-I	No_ref_available	3	2	0	307	0.00
LTR/Copia	Copia-58_GM-I	No_ref_available	1	1	0	305	0.00
LTR/Copia	Copia-58_GR-I	4811	42	28	0	70161	0.07
LTR/Copia	Copia-58_NS-I	No_ref_available	11	8	0	10109	0.01
LTR/Copia	Copia-59_GR-I	No_ref_available	4	2	0	1531	0.00
LTR/Copia	Copia-59_NS-I	No_ref_available	1	1	0	45	0.00
LTR/Copia	Copia-59_ZM-I	No_ref_available	8	6	0	2291	0.00
LTR/Copia	Copia-5_ATr-I	No_ref_available	6	4	0	2145	0.00
LTR/Copia	Copia-5_CP-I	No_ref_available	2	2	0	1121	0.00
LTR/Copia	Copia-60_GM-I	No_ref_available	2	1	0	1168	0.00
LTR/Copia	Copia-61_BD-I	No_ref_available	1	1	0	119	0.00
LTR/Copia	Copia-61_VV-I	No_ref_available	3	3	0	8086	0.01
LTR/Copia	Copia-62_NS-I	No_ref_available	3	2	0	236	0.00
LTR/Copia	Copia-66_NS-I	No_ref_available	20	9	0	13569	0.01
LTR/Copia	Copia-66_ZM-I	No_ref_available	2	1	0	819	0.00
LTR/Copia	Copia-68_VV-I	No_ref_available	4	3	0	6624	0.01
LTR/Copia	Copia-6_GR-I	No_ref_available	2	1	0	3952	0.00
LTR/Copia	Copia-70_NS-I	No_ref_available	60	28	0	22340	0.02
LTR/Copia	Copia-71_GM-I	No_ref_available	1	1	0	4062	0.00
LTR/Copia	Copia-71_MN-I	No_ref_available	23	9	0	7894	0.01
LTR/Copia	Copia-71_VV-I	No_ref_available	2	2	0	1371	0.00
LTR/Copia	Copia-74_ALY-I	No_ref_available	6	4	0	1090	0.00
LTR/Copia	Copia-74_GM-I	No_ref_available	1	1	0	168	0.00
LTR/Copia	Copia-74_VV-I	No_ref_available	2	2	0	3938	0.00
LTR/Copia	Copia-77_ST-I	No_ref_available	3	2	0	1533	0.00
LTR/Copia	Copia-79_GM-I	No_ref_available	3	2	0	2870	0.00
LTR/Copia	Copia-79_VV-I	No_ref_available	21	13	0	11174	0.01
LTR/Copia	Copia-7_PAb-I	No_ref_available	1	1	0	98	0.00
LTR/Copia	Copia-81_MN-I	No_ref_available	2	1	0	583	0.00
LTR/Copia	Copia-82_MN-I	No_ref_available	4	3	0	1173	0.00
LTR/Copia	Copia-82_NS-I	No_ref_available	3	3	0	211	0.00
LTR/Copia	Copia-84_MN-I	No_ref_available	4	4	0	583	0.00
LTR/Copia	Copia-85_NS-I	No_ref_available	2	1	0	364	0.00
LTR/Copia	Copia-85_ST-I	No_ref_available	17	12	0	7926	0.01
LTR/Copia	Copia-86_ST-I	No_ref_available	1	1	0	1222	0.00
LTR/Copia	Copia-86_VV-I	No_ref_available	4	3	0	1770	0.00
LTR/Copia	Copia-88_VV-I	No_ref_available	2	2	0	83	0.00
LTR/Copia	Copia-89_VV-I	No_ref_available	6	6	0	409	0.00
LTR/Copia	Copia-8_ST-I	No_ref_available	1	1	0	2989	0.00
LTR/Copia	Copia-92_VV-I	No_ref_available	6	3	0	2847	0.00
LTR/Copia	Copia-93_ST-I	No_ref_available	6	3	0	3562	0.00
LTR/Copia	Copia-93_VV-I	No_ref_available	4	3	0	4558	0.00
LTR/Copia	Copia-9_ECa-I	No_ref_available	1	1	0	655	0.00
LTR/Copia	Copia-9_GR-I	No_ref_available	2	1	0	3998	0.00
LTR/Copia	Copia-9_Pru-I	No_ref_available	1	1	0	3359	0.00
LTR/Copia	Copia1-VV_I-int	No_ref_available	1	1	0	49	0.00
LTR/Copia	Copia10-VV_I-int	No_ref_available	4	2	0	1834	0.00
LTR/Copia	Copia15-VV_I-int	No_ref_available	11	7	0	21652	0.02
LTR/Copia	Copia18-PTR_I-int	No_ref_available	1	1	0	2117	0.00
LTR/Copia	Copia26-PTR_I-int	No_ref_available	3	2	0	4487	0.00
LTR/Copia	Copia3-VV_I-int	No_ref_available	1	1	0	837	0.00
LTR/Copia	Copia39-PTR_I-int	No_ref_available	2	1	0	578	0.00
LTR/Copia	Copia42-PTR_I-int	No_ref_available	3	2	0	572	0.00
LTR/Copia	GmCOPIA11_I-int	No_ref_available	2	2	0	4240	0.00
LTR/Copia	SHACOP17_I_MT-int	No_ref_available	1	1	0	93	0.00
LTR/Copia	SHACOP8_I_MT-int	No_ref_available	5	3	0	4513	0.00
LTR/Copia	TST1_I-int	No_ref_available	72	34	0	103450	0.11
###LTR/Copia	All_elements	NA	4033	2370	813	3985966	4.1573

LTR/Gypsy	13589CL0002	No_ref_available	2	2	0	130	0.00
LTR/Gypsy	1537CL0118	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1756CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1903CL0055	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	1928CL0055	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	207CL0118	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2097CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	209CL0118	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2354CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2367CL0118	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	2902CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	2927CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	2986CL0034	No_ref_available	6	5	0	371	0.00
LTR/Gypsy	3019CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3183CL0080	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	333CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	3371CL0034	No_ref_available	3	3	0	190	0.00
LTR/Gypsy	3508CL0034	No_ref_available	2	2	0	189	0.00
LTR/Gypsy	388CL0118	No_ref_available	2	1	0	95	0.00
LTR/Gypsy	4071CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4272CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	4831CL0034	No_ref_available	4	4	0	190	0.00
LTR/Gypsy	4968CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5009CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5219CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	5310CL0034	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	5773CL0034	No_ref_available	2	2	0	95	0.00
LTR/Gypsy	5783CL0044	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	5953CL0044	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	6221CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6665CL0034	No_ref_available	4	4	0	181	0.00
LTR/Gypsy	6763CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	6968CL0034	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	7312CL0041	No_ref_available	2	2	0	190	0.00
LTR/Gypsy	7446CL0044	No_ref_available	4	4	0	152	0.00
LTR/Gypsy	7949CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8409CL0034	No_ref_available	2	2	0	181	0.00
LTR/Gypsy	8430CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8436CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	8527CL0034	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	8704CL0034	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	878CL0118	No_ref_available	1	1	0	95	0.00
LTR/Gypsy	ATGP5A_I-int	No_ref_available	3	3	0	204	0.00
LTR/Gypsy	ATGP8I	No_ref_available	2	2	0	391	0.00
LTR/Gypsy	ATHILA6C_I-int	No_ref_available	1	1	0	50	0.00
LTR/Gypsy	ATHILA7_I-int	No_ref_available	1	1	0	54	0.00
LTR/Gypsy	DEA1	No_ref_available	1	1	0	93	0.00
LTR/Gypsy	GYCUME1_I-int	No_ref_available	1	1	0	56	0.00
LTR/Gypsy	GYPSY-I_MT	No_ref_available	3	3	0	1834	0.00
LTR/Gypsy	GYPSY3-I_MT	No_ref_available	2	2	0	110	0.00
LTR/Gypsy	GmGYPSY11_I-int	No_ref_available	2	2	0	137	0.00
LTR/Gypsy	Gyp_I_MT-int	No_ref_available	1	1	0	51	0.00
LTR/Gypsy	Gypsy-10_GR-I	2499	157	102	43	118310	0.12
LTR/Gypsy	Gypsy-10_JC-I	No_ref_available	2	1	0	156	0.00
LTR/Gypsy	Gypsy-10_Mad-I	No_ref_available	2	2	0	47	0.00
LTR/Gypsy	Gypsy-10_Pru-I	No_ref_available	1	1	0	61	0.00
LTR/Gypsy	Gypsy-118_GM-I	No_ref_available	8	2	0	7041	0.01
LTR/Gypsy	Gypsy-11_NN-I	No_ref_available	1	1	0	50	0.00
LTR/Gypsy	Gypsy-11_TC-I	No_ref_available	141	135	0	6245	0.01
LTR/Gypsy	Gypsy-120_GM-I	No_ref_available	4	4	0	346	0.00
LTR/Gypsy	Gypsy-120_OS-I	No_ref_available	1	1	0	53	0.00
LTR/Gypsy	Gypsy-12_GR-I	1423	26	20	3	19781	0.02
LTR/Gypsy	Gypsy-12_NN-I	No_ref_available	23	16	0	7431	0.01
LTR/Gypsy	Gypsy-12_TC-I	No_ref_available	14	14	0	695	0.00
LTR/Gypsy	Gypsy-133_GM-I	No_ref_available	2	2	0	429	0.00
LTR/Gypsy	Gypsy-137_GM-I	No_ref_available	1	1	0	55	0.00
LTR/Gypsy	Gypsy-13_RC-I	No_ref_available	1	1	0	65	0.00
LTR/Gypsy	Gypsy-13_TC-I	No_ref_available	24	11	0	11322	0.01
LTR/Gypsy	Gypsy-14_GR-I	5767	28	18	1	52080	0.05
LTR/Gypsy	Gypsy-14_JC-I	No_ref_available	8	8	0	719	0.00
LTR/Gypsy	Gypsy-15_AIp-I	No_ref_available	1	1	0	31	0.00
LTR/Gypsy	Gypsy-15_GR-I	2914	1643	1180	449	2720980	2.84
LTR/Gypsy	Gypsy-16_GR-I	635	44	30	5	32964	0.03
LTR/Gypsy	Gypsy-16_Mad-I	No_ref_available	1	1	0	56	0.00
LTR/Gypsy	Gypsy-16_TC-I	No_ref_available	38	19	0	34737	0.04
LTR/Gypsy	Gypsy-17_GR-I	12742	545	293	121	705122	0.74
LTR/Gypsy	Gypsy-17_NN-I	No_ref_available	2	1	0	116	0.00
LTR/Gypsy	Gypsy-17_RC-I	No_ref_available	91	91	0	3356	0.00
LTR/Gypsy	Gypsy-18_AIp-I	No_ref_available	4	1	0	951	0.00
LTR/Gypsy	Gypsy-18_FV-I	No_ref_available	1	1	0	439	0.00
LTR/Gypsy	Gypsy-18_GR-I	3021	7794	4321	3641	5151755	5.37
LTR/Gypsy	Gypsy-18_MN-I	No_ref_available	3	3	0	453	0.00
LTR/Gypsy	Gypsy-18_PPe-I	No_ref_available	1	1	0	84	0.00
LTR/Gypsy	Gypsy-18_RC-I	No_ref_available	5	5	0	999	0.00
LTR/Gypsy	Gypsy-19_AIp-I	No_ref_available	3	3	0	572	0.00
LTR/Gypsy	Gypsy-19_GR-I	2767	2378	1744	1628	1387260	1.45
LTR/Gypsy	Gypsy-19_RC-I	No_ref_available	21	18	0	721	0.00
LTR/Gypsy	Gypsy-1B_NS-I	No_ref_available	1	1	0	230	0.00
LTR/Gypsy	Gypsy-1_ECa-I	No_ref_available	4	4	0	222	0.00
LTR/Gypsy	Gypsy-1_GR-I	1420	126	109	95	48999	0.05
LTR/Gypsy	Gypsy-204_ZM-I	No_ref_available	1	1	0	305	0.00
LTR/Gypsy	Gypsy-20_AIp-I	No_ref_available	43	42	0	3548	0.00
LTR/Gypsy	Gypsy-20_FV-I	No_ref_available	2	1	0	182	0.00
LTR/Gypsy	Gypsy-20_GR-I	1496	140	64	36	119352	0.12
LTR/Gypsy	Gypsy-20_RC-I	No_ref_available	2	2	0	123	0.00
LTR/Gypsy	Gypsy-21_GR-I	7948	77	69	0	37793	0.04
LTR/Gypsy	Gypsy-21_RC-I	No_ref_available	32	22	0	10606	0.01
LTR/Gypsy	Gypsy-22_GR-I	No_ref_available	18	13	0	22458	0.02
LTR/Gypsy	Gypsy-22_RC-I	No_ref_available	2	2	0	767	0.00
LTR/Gypsy	Gypsy-23_GR-I	1443	205	148	106	64332	0.07
LTR/Gypsy	Gypsy-23_RC-I	No_ref_available	5	4	0	701	0.00
LTR/Gypsy	Gypsy-23_VV-I	No_ref_available	5	4	0	1514	0.00
LTR/Gypsy	Gypsy-24_GR-I	No_ref_available	8	8	0	1098	0.00
LTR/Gypsy	Gypsy-24_MN-I	No_ref_available	2	2	0	700	0.00
LTR/Gypsy	Gypsy-24_RC-I	No_ref_available	2	2	0	114	0.00
LTR/Gypsy	Gypsy-24_ST-I	No_ref_available	1	1	0	55	0.00
LTR/Gypsy	Gypsy-25_GR-I	2389	206	94	52	210614	0.22
LTR/Gypsy	Gypsy-25_ST-I	No_ref_available	1	1	0	59	0.00
LTR/Gypsy	Gypsy-26_GR-I	10891	151	87	7	171768	0.18
LTR/Gypsy	Gypsy-26_ST-I	No_ref_available	19	14	0	2000	0.00
LTR/Gypsy	Gypsy-26_VV-I	No_ref_available	1	1	0	131	0.00
LTR/Gypsy	Gypsy-27_AIp-I	No_ref_available	1	1	0	12	0.00
LTR/Gypsy	Gypsy-27_GR-I	10767	139	79	0	170734	0.18
LTR/Gypsy	Gypsy-28_GR-I	9884	801	485	157	437494	0.46
LTR/Gypsy	Gypsy-28_Mad-LTR	No_ref_available	1	1	0	296	0.00
LTR/Gypsy	Gypsy-29_GR-I	10773	1225	712	290	578942	0.60
LTR/Gypsy	Gypsy-29_NS-I	No_ref_available	1	1	0	182	0.00
LTR/Gypsy	Gypsy-29_PTr-I	No_ref_available	1	1	0	51	0.00
LTR/Gypsy	Gypsy-29_VV-I	No_ref_available	1	1	0	33	0.00
LTR/Gypsy	Gypsy-2_AIp-I	No_ref_available	2	2	0	225	0.00
LTR/Gypsy	Gypsy-2_GR-I	No_ref_available	25	11	0	34247	0.04
LTR/Gypsy	Gypsy-2_JC-I	No_ref_available	7	6	0	1457	0.00
LTR/Gypsy	Gypsy-2_LU-I	No_ref_available	5	5	0	158	0.00
LTR/Gypsy	Gypsy-2_NS-I	No_ref_available	1	1	0	52	0.00
LTR/Gypsy	Gypsy-2_Pru-I	No_ref_available	6	4	0	1410	0.00
LTR/Gypsy	Gypsy-2_RC-I	No_ref_available	1	1	0	222	0.00
LTR/Gypsy	Gypsy-30_GR-I	8178	980	676	82	566473	0.59
LTR/Gypsy	Gypsy-31_GR-I	324	114	75	1	70141	0.07
LTR/Gypsy	Gypsy-31_ST-I	No_ref_available	1	1	0	51	0.00
LTR/Gypsy	Gypsy-32_GR-I	8211	12	8	0	11950	0.01
LTR/Gypsy	Gypsy-33_ATr-I	No_ref_available	1	1	0	469	0.00
LTR/Gypsy	Gypsy-33_GR-I	10566	155	81	3	193538	0.20
LTR/Gypsy	Gypsy-33_VV-I	No_ref_available	5	3	0	329	0.00
LTR/Gypsy	Gypsy-34_GR-I	8877	876	509	1	504217	0.53
LTR/Gypsy	Gypsy-35_GR-I	2901	2869	1097	466	2656656	2.77
LTR/Gypsy	Gypsy-36C_ATr-I	No_ref_available	1	1	0	903	0.00
LTR/Gypsy	Gypsy-36_ATr-I	No_ref_available	1	1	0	355	0.00
LTR/Gypsy	Gypsy-36_GR-I	1540	99	80	59	72787	0.08
LTR/Gypsy	Gypsy-37_GR-I	1553	313	208	165	109411	0.11
LTR/Gypsy	Gypsy-38B_NS-I	No_ref_available	1	1	0	94	0.00
LTR/Gypsy	Gypsy-38_GR-LTR	1412	4	4	4	3493	0.00
LTR/Gypsy	Gypsy-39_GR-I	3158	55	28	9	43044	0.04
LTR/Gypsy	Gypsy-39_Mad-I	No_ref_available	2	2	0	162	0.00
LTR/Gypsy	Gypsy-3_AIp-I	No_ref_available	2	2	0	416	0.00
LTR/Gypsy	Gypsy-3_JC-I	No_ref_available	1	1	0	45	0.00
LTR/Gypsy	Gypsy-3_MN-I	No_ref_available	9	7	0	3479	0.00
LTR/Gypsy	Gypsy-3_Mad-I	No_ref_available	1	1	0	55	0.00
LTR/Gypsy	Gypsy-3_PX-I	No_ref_available	1	1	0	44	0.00
LTR/Gypsy	Gypsy-41_GR-I	13112	48	33	0	51465	0.05
LTR/Gypsy	Gypsy-41_STu-I	No_ref_available	4	2	0	659	0.00
LTR/Gypsy	Gypsy-42_GR-I	635	62	49	35	41223	0.04
LTR/Gypsy	Gypsy-43_GR-I	2315	2523	1883	1272	1362250	1.42
LTR/Gypsy	Gypsy-44_GR-I	7879	423	220	46	171743	0.18
LTR/Gypsy	Gypsy-45_BRa-I	No_ref_available	1	1	0	46	0.00
LTR/Gypsy	Gypsy-45_GR-I	2367	834	693	360	342170	0.36
LTR/Gypsy	Gypsy-46_GR-I	No_ref_available	58	32	0	42552	0.04
LTR/Gypsy	Gypsy-47_GR-I	1928	123	77	32	109383	0.11
LTR/Gypsy	Gypsy-47_STu-I	No_ref_available	1	1	0	71	0.00
LTR/Gypsy	Gypsy-48_GR-I	2796	5830	2617	1762	5741005	5.99
LTR/Gypsy	Gypsy-49_GR-I	1902	1534	1102	143	1186249	1.24
LTR/Gypsy	Gypsy-4_GR-I	9438	239	116	53	331700	0.35
LTR/Gypsy	Gypsy-4_JC-I	No_ref_available	4	3	0	1070	0.00
LTR/Gypsy	Gypsy-4_PX-I	No_ref_available	2	2	0	120	0.00
LTR/Gypsy	Gypsy-50_GR-I	2750	548	347	254	340714	0.36
LTR/Gypsy	Gypsy-51_GR-I	16494	771	245	1	1809407	1.89
LTR/Gypsy	Gypsy-52_GR-I	2914	8160	4256	3667	7052689	7.36
